Year,Round,EventName,Driver,Team,GridPosition,QualiPosition,RacePosition,Points,Status
2025,15,Dutch Grand Prix,STR,Aston Martin,19.0,20.0,7.0,6.0,Finished
2025,15,Dutch Grand Prix,TSU,Red Bull Racing,12.0,12.0,9.0,2.0,Finished
2025,15,Dutch Grand Prix,VER,Red Bull Racing,3.0,3.0,2.0,18.0,Finished
2025,16,Italian Grand Prix,ALB,Williams,14.0,14.0,7.0,6.0,Finished
2025,16,Italian Grand Prix,ALO,Aston Martin,8.0,9.0,19.0,0.0,Retired
2025,16,Italian Grand Prix,ANT,Mercedes,6.0,7.0,9.0,2.0,Finished
2025,16,Italian Grand Prix,BEA,Haas F1 Team,11.0,11.0,12.0,0.0,Finished
2025,16,Italian Grand Prix,BOR,Kick Sauber,7.0,8.0,8.0,4.0,Finished
2025,16,Italian Grand Prix,COL,Alpine,17.0,18.0,17.0,0.0,Lapped
2025,16,Italian Grand Prix,GAS,Alpine,20.0,19.0,16.0,0.0,Lapped
2025,16,Italian Grand Prix,HAD,Racing Bulls,19.0,16.0,10.0,1.0,Finished
2025,16,Italian Grand Prix,HAM,Ferrari,10.0,5.0,6.0,8.0,Finished
2025,16,Italian Grand Prix,HUL,Kick Sauber,12.0,12.0,20.0,0.0,Did not start
2025,16,Italian Grand Prix,LAW,Racing Bulls,18.0,20.0,14.0,0.0,Finished
2025,16,Italian Grand Prix,LEC,Ferrari,4.0,4.0,4.0,12.0,Finished
2025,16,Italian Grand Prix,NOR,McLaren,2.0,2.0,2.0,18.0,Finished
2025,16,Italian Grand Prix,OCO,Haas F1 Team,15.0,15.0,15.0,0.0,Lapped
2025,16,Italian Grand Prix,PIA,McLaren,3.0,3.0,3.0,15.0,Finished
2025,16,Italian Grand Prix,RUS,Mercedes,5.0,6.0,5.0,10.0,Finished
2025,16,Italian Grand Prix,SAI,Williams,13.0,13.0,11.0,0.0,Finished
2025,16,Italian Grand Prix,STR,Aston Martin,16.0,17.0,18.0,0.0,Lapped
2025,16,Italian Grand Prix,TSU,Red Bull Racing,9.0,10.0,13.0,0.0,Finished
2025,16,Italian Grand Prix,VER,Red Bull Racing,1.0,1.0,1.0,25.0,Finished
2025,17,Azerbaijan Grand Prix,ALB,Williams,19.0,19.0,13.0,0.0,Finished
2025,17,Azerbaijan Grand Prix,ALO,Aston Martin,11.0,11.0,15.0,0.0,Finished
2025,17,Azerbaijan Grand Prix,ANT,Mercedes,4.0,4.0,4.0,12.0,Finished
2025,17,Azerbaijan Grand Prix,BEA,Haas F1 Team,15.0,15.0,12.0,0.0,Finished
2025,17,Azerbaijan Grand Prix,BOR,Kick Sauber,13.0,13.0,11.0,0.0,Finished
2025,17,Azerbaijan Grand Prix,COL,Alpine,16.0,16.0,19.0,0.0,Lapped
2025,17,Azerbaijan Grand Prix,GAS,Alpine,18.0,18.0,18.0,0.0,Lapped
2025,17,Azerbaijan Grand Prix,HAD,Racing Bulls,8.0,8.0,10.0,1.0,Finished
2025,17,Azerbaijan Grand Prix,HAM,Ferrari,12.0,12.0,8.0,4.0,Finished
2025,17,Azerbaijan Grand Prix,HUL,Kick Sauber,17.0,17.0,16.0,0.0,Finished
2025,17,Azerbaijan Grand Prix,LAW,Racing Bulls,3.0,3.0,5.0,10.0,Finished
2025,17,Azerbaijan Grand Prix,LEC,Ferrari,10.0,10.0,9.0,2.0,Finished
2025,17,Azerbaijan Grand Prix,NOR,McLaren,7.0,7.0,7.0,6.0,Finished
2025,17,Azerbaijan Grand Prix,OCO,Haas F1 Team,20.0,20.0,14.0,0.0,Finished
2025,17,Azerbaijan Grand Prix,PIA,McLaren,9.0,9.0,20.0,0.0,Retired
2025,17,Azerbaijan Grand Prix,RUS,Mercedes,5.0,5.0,2.0,18.0,Finished
2025,17,Azerbaijan Grand Prix,SAI,Williams,2.0,2.0,3.0,15.0,Finished
2025,17,Azerbaijan Grand Prix,STR,Aston Martin,14.0,14.0,17.0,0.0,Finished
2025,17,Azerbaijan Grand Prix,TSU,Red Bull Racing,6.0,6.0,6.0,8.0,Finished
2025,17,Azerbaijan Grand Prix,VER,Red Bull Racing,1.0,1.0,1.0,25.0,Finished
2025,18,Singapore Grand Prix,ALB,Williams,20.0,19.0,14.0,0.0,Lapped
2025,18,Singapore Grand Prix,ALO,Aston Martin,10.0,10.0,7.0,6.0,Finished
2025,18,Singapore Grand Prix,ANT,Mercedes,4.0,4.0,5.0,10.0,Finished
2025,18,Singapore Grand Prix,BEA,Haas F1 Team,9.0,9.0,9.0,2.0,Finished
2025,18,Singapore Grand Prix,BOR,Kick Sauber,14.0,14.0,17.0,0.0,Lapped
2025,18,Singapore Grand Prix,COL,Alpine,16.0,16.0,16.0,0.0,Lapped
2025,18,Singapore Grand Prix,GAS,Alpine,19.0,18.0,19.0,0.0,Lapped
2025,18,Singapore Grand Prix,HAD,Racing Bulls,8.0,8.0,11.0,0.0,Lapped
2025,18,Singapore Grand Prix,HAM,Ferrari,6.0,6.0,8.0,4.0,Finished
2025,18,Singapore Grand Prix,HUL,Kick Sauber,11.0,11.0,20.0,0.0,Lapped
2025,18,Singapore Grand Prix,LAW,Racing Bulls,12.0,12.0,15.0,0.0,Lapped
2025,18,Singapore Grand Prix,LEC,Ferrari,7.0,7.0,6.0,8.0,Finished
2025,18,Singapore Grand Prix,NOR,McLaren,5.0,5.0,3.0,15.0,Finished
2025,18,Singapore Grand Prix,OCO,Haas F1 Team,17.0,17.0,18.0,0.0,Lapped
2025,18,Singapore Grand Prix,PIA,McLaren,3.0,3.0,4.0,12.0,Finished
2025,18,Singapore Grand Prix,RUS,Mercedes,1.0,1.0,1.0,25.0,Finished
2025,18,Singapore Grand Prix,SAI,Williams,18.0,20.0,10.0,1.0,Lapped
2025,18,Singapore Grand Prix,STR,Aston Martin,15.0,15.0,13.0,0.0,Lapped
2025,18,Singapore Grand Prix,TSU,Red Bull Racing,13.0,13.0,12.0,0.0,Lapped
2025,18,Singapore Grand Prix,VER,Red Bull Racing,2.0,2.0,2.0,18.0,Finished
2025,19,United States Grand Prix,ALB,Williams,18.0,19.0,14.0,0.0,Finished
2025,19,United States Grand Prix,ALO,Aston Martin,10.0,10.0,10.0,1.0,Finished
2025,19,United States Grand Prix,ANT,Mercedes,7.0,7.0,13.0,0.0,Finished
2025,19,United States Grand Prix,BEA,Haas F1 Team,8.0,8.0,9.0,2.0,Finished
2025,19,United States Grand Prix,BOR,Kick Sauber,16.0,16.0,18.0,0.0,Lapped
2025,19,United States Grand Prix,COL,Alpine,15.0,15.0,17.0,0.0,Lapped
2025,19,United States Grand Prix,GAS,Alpine,14.0,14.0,19.0,0.0,Lapped
2025,19,United States Grand Prix,HAD,Racing Bulls,20.0,20.0,16.0,0.0,Finished
2025,19,United States Grand Prix,HAM,Ferrari,5.0,5.0,4.0,12.0,Finished
2025,19,United States Grand Prix,HUL,Kick Sauber,11.0,11.0,8.0,4.0,Finished
2025,19,United States Grand Prix,LAW,Racing Bulls,12.0,12.0,11.0,0.0,Finished
2025,19,United States Grand Prix,LEC,Ferrari,3.0,3.0,3.0,15.0,Finished
2025,19,United States Grand Prix,NOR,McLaren,2.0,2.0,2.0,18.0,Finished
2025,19,United States Grand Prix,OCO,Haas F1 Team,17.0,17.0,15.0,0.0,Finished
2025,19,United States Grand Prix,PIA,McLaren,6.0,6.0,5.0,10.0,Finished
2025,19,United States Grand Prix,RUS,Mercedes,4.0,4.0,6.0,8.0,Finished
2025,19,United States Grand Prix,SAI,Williams,9.0,9.0,20.0,0.0,Retired
2025,19,United States Grand Prix,STR,Aston Martin,19.0,18.0,12.0,0.0,Finished
2025,19,United States Grand Prix,TSU,Red Bull Racing,13.0,13.0,7.0,6.0,Finished
2025,19,United States Grand Prix,VER,Red Bull Racing,1.0,1.0,1.0,25.0,Finished
2025,20,Mexico City Grand Prix,ALB,Williams,17.0,17.0,12.0,0.0,Lapped
2025,20,Mexico City Grand Prix,ALO,Aston Martin,14.0,14.0,18.0,0.0,Retired
2025,20,Mexico City Grand Prix,ANT,Mercedes,6.0,6.0,6.0,8.0,Finished
2025,20,Mexico City Grand Prix,BEA,Haas F1 Team,9.0,10.0,4.0,12.0,Finished
2025,20,Mexico City Grand Prix,BOR,Kick Sauber,16.0,16.0,10.0,1.0,Finished
2025,20,Mexico City Grand Prix,COL,Alpine,20.0,20.0,16.0,0.0,Lapped
2025,20,Mexico City Grand Prix,GAS,Alpine,18.0,18.0,15.0,0.0,Lapped
2025,20,Mexico City Grand Prix,HAD,Racing Bulls,8.0,9.0,13.0,0.0,Lapped
2025,20,Mexico City Grand Prix,HAM,Ferrari,3.0,3.0,8.0,4.0,Finished
2025,20,Mexico City Grand Prix,HUL,Kick Sauber,13.0,13.0,19.0,0.0,Retired
2025,20,Mexico City Grand Prix,LAW,Racing Bulls,15.0,15.0,20.0,0.0,Retired
2025,20,Mexico City Grand Prix,LEC,Ferrari,2.0,2.0,2.0,18.0,Finished
2025,20,Mexico City Grand Prix,NOR,McLaren,1.0,1.0,1.0,25.0,Finished
2025,20,Mexico City Grand Prix,OCO,Haas F1 Team,11.0,12.0,9.0,2.0,Finished
2025,20,Mexico City Grand Prix,PIA,McLaren,7.0,8.0,5.0,10.0,Finished
2025,20,Mexico City Grand Prix,RUS,Mercedes,4.0,4.0,7.0,6.0,Finished
2025,20,Mexico City Grand Prix,SAI,Williams,12.0,7.0,17.0,0.0,Retired
2025,20,Mexico City Grand Prix,STR,Aston Martin,19.0,19.0,14.0,0.0,Lapped
2025,20,Mexico City Grand Prix,TSU,Red Bull Racing,10.0,11.0,11.0,0.0,Finished
2025,20,Mexico City Grand Prix,VER,Red Bull Racing,5.0,5.0,3.0,15.0,Finished
2025,21,São Paulo Grand Prix,ALB,Williams,12.0,12.0,11.0,0.0,Finished
2025,21,São Paulo Grand Prix,ALO,Aston Martin,11.0,11.0,14.0,0.0,Finished
2025,21,São Paulo Grand Prix,ANT,Mercedes,2.0,2.0,2.0,18.0,Finished
2025,21,São Paulo Grand Prix,BEA,Haas F1 Team,8.0,8.0,6.0,8.0,Finished
2025,21,São Paulo Grand Prix,BOR,Kick Sauber,18.0,,20.0,0.0,Retired
2025,21,São Paulo Grand Prix,COL,Alpine,16.0,18.0,15.0,0.0,Finished
2025,21,São Paulo Grand Prix,GAS,Alpine,9.0,9.0,10.0,1.0,Finished
2025,21,São Paulo Grand Prix,HAD,Racing Bulls,5.0,5.0,8.0,4.0,Finished
2025,21,São Paulo Grand Prix,HAM,Ferrari,13.0,13.0,18.0,0.0,Retired
2025,21,São Paulo Grand Prix,HUL,Kick Sauber,10.0,10.0,9.0,2.0,Finished
2025,21,São Paulo Grand Prix,LAW,Racing Bulls,7.0,7.0,7.0,6.0,Finished
2025,21,São Paulo Grand Prix,LEC,Ferrari,3.0,3.0,19.0,0.0,Retired
2025,21,São Paulo Grand Prix,NOR,McLaren,1.0,1.0,1.0,25.0,Finished
2025,21,São Paulo Grand Prix,OCO,Haas F1 Team,20.0,17.0,12.0,0.0,Finished
2025,21,São Paulo Grand Prix,PIA,McLaren,4.0,4.0,5.0,10.0,Finished
2025,21,São Paulo Grand Prix,RUS,Mercedes,6.0,6.0,4.0,12.0,Finished
2025,21,São Paulo Grand Prix,SAI,Williams,15.0,15.0,13.0,0.0,Finished
2025,21,São Paulo Grand Prix,STR,Aston Martin,14.0,14.0,16.0,0.0,Finished
2025,21,São Paulo Grand Prix,TSU,Red Bull Racing,17.0,19.0,17.0,0.0,Finished
2025,21,São Paulo Grand Prix,VER,Red Bull Racing,19.0,16.0,3.0,15.0,Finished
2025,22,Las Vegas Grand Prix,ALB,Williams,16.0,16.0,16.0,0.0,Retired
2025,22,Las Vegas Grand Prix,ALO,Aston Martin,7.0,7.0,11.0,0.0,Finished
2025,22,Las Vegas Grand Prix,ANT,Mercedes,17.0,17.0,3.0,15.0,Finished
2025,22,Las Vegas Grand Prix,BEA,Haas F1 Team,14.0,14.0,10.0,1.0,Finished
2025,22,Las Vegas Grand Prix,BOR,Kick Sauber,18.0,18.0,17.0,0.0,Retired
2025,22,Las Vegas Grand Prix,COL,Alpine,15.0,15.0,15.0,0.0,Lapped
2025,22,Las Vegas Grand Prix,GAS,Alpine,10.0,10.0,13.0,0.0,Finished
2025,22,Las Vegas Grand Prix,HAD,Racing Bulls,8.0,8.0,6.0,8.0,Finished
2025,22,Las Vegas Grand Prix,HAM,Ferrari,19.0,20.0,8.0,4.0,Finished
2025,22,Las Vegas Grand Prix,HUL,Kick Sauber,11.0,11.0,7.0,6.0,Finished
2025,22,Las Vegas Grand Prix,LAW,Racing Bulls,6.0,6.0,14.0,0.0,Lapped
2025,22,Las Vegas Grand Prix,LEC,Ferrari,9.0,9.0,4.0,12.0,Finished
2025,22,Las Vegas Grand Prix,NOR,McLaren,1.0,1.0,19.0,0.0,Disqualified
2025,22,Las Vegas Grand Prix,OCO,Haas F1 Team,13.0,13.0,9.0,2.0,Finished
2025,22,Las Vegas Grand Prix,PIA,McLaren,5.0,5.0,20.0,0.0,Disqualified
2025,22,Las Vegas Grand Prix,RUS,Mercedes,4.0,4.0,2.0,18.0,Finished
2025,22,Las Vegas Grand Prix,SAI,Williams,3.0,3.0,5.0,10.0,Finished
2025,22,Las Vegas Grand Prix,STR,Aston Martin,12.0,12.0,18.0,0.0,Retired
2025,22,Las Vegas Grand Prix,TSU,Red Bull Racing,20.0,19.0,12.0,0.0,Finished
2025,22,Las Vegas Grand Prix,VER,Red Bull Racing,2.0,2.0,1.0,25.0,Finished
2025,23,Qatar Grand Prix,ALB,Williams,14.0,15.0,11.0,0.0,Finished
2025,23,Qatar Grand Prix,ALO,Aston Martin,8.0,8.0,7.0,6.0,Finished
2025,23,Qatar Grand Prix,ANT,Mercedes,5.0,5.0,5.0,10.0,Finished
2025,23,Qatar Grand Prix,BEA,Haas F1 Team,13.0,13.0,19.0,0.0,Retired
2025,23,Qatar Grand Prix,BOR,Kick Sauber,19.0,14.0,13.0,0.0,Finished
2025,23,Qatar Grand Prix,COL,Alpine,20.0,20.0,14.0,0.0,Lapped
2025,23,Qatar Grand Prix,GAS,Alpine,9.0,9.0,16.0,0.0,Lapped
2025,23,Qatar Grand Prix,HAD,Racing Bulls,6.0,6.0,18.0,0.0,Retired
2025,23,Qatar Grand Prix,HAM,Ferrari,17.0,18.0,12.0,0.0,Finished
2025,23,Qatar Grand Prix,HUL,Kick Sauber,11.0,11.0,20.0,0.0,Retired
2025,23,Qatar Grand Prix,LAW,Racing Bulls,12.0,12.0,9.0,2.0,Finished
2025,23,Qatar Grand Prix,LEC,Ferrari,10.0,10.0,8.0,4.0,Finished
2025,23,Qatar Grand Prix,NOR,McLaren,2.0,2.0,4.0,12.0,Finished
2025,23,Qatar Grand Prix,OCO,Haas F1 Team,16.0,17.0,15.0,0.0,Lapped
2025,23,Qatar Grand Prix,PIA,McLaren,1.0,1.0,2.0,18.0,Finished
2025,23,Qatar Grand Prix,RUS,Mercedes,4.0,4.0,6.0,8.0,Finished
2025,23,Qatar Grand Prix,SAI,Williams,7.0,7.0,3.0,15.0,Finished
2025,23,Qatar Grand Prix,STR,Aston Martin,18.0,19.0,17.0,0.0,Retired
2025,23,Qatar Grand Prix,TSU,Red Bull Racing,15.0,16.0,10.0,1.0,Finished
2025,23,Qatar Grand Prix,VER,Red Bull Racing,3.0,3.0,1.0,25.0,Finished
2025,24,Abu Dhabi Grand Prix,ALB,Williams,17.0,17.0,16.0,0.0,Finished
2025,24,Abu Dhabi Grand Prix,ALO,Aston Martin,6.0,6.0,6.0,8.0,Finished
2025,24,Abu Dhabi Grand Prix,ANT,Mercedes,14.0,14.0,15.0,0.0,Finished
2025,24,Abu Dhabi Grand Prix,BEA,Haas F1 Team,11.0,11.0,12.0,0.0,Finished
2025,24,Abu Dhabi Grand Prix,BOR,Kick Sauber,7.0,7.0,11.0,0.0,Finished
2025,24,Abu Dhabi Grand Prix,COL,Alpine,20.0,20.0,20.0,0.0,Lapped
2025,24,Abu Dhabi Grand Prix,GAS,Alpine,19.0,19.0,19.0,0.0,Lapped
2025,24,Abu Dhabi Grand Prix,HAD,Racing Bulls,9.0,9.0,17.0,0.0,Lapped
2025,24,Abu Dhabi Grand Prix,HAM,Ferrari,16.0,16.0,8.0,4.0,Finished
2025,24,Abu Dhabi Grand Prix,HUL,Kick Sauber,18.0,18.0,9.0,2.0,Finished
2025,24,Abu Dhabi Grand Prix,LAW,Racing Bulls,13.0,13.0,18.0,0.0,Lapped
2025,24,Abu Dhabi Grand Prix,LEC,Ferrari,5.0,5.0,4.0,12.0,Finished
2025,24,Abu Dhabi Grand Prix,NOR,McLaren,2.0,2.0,3.0,15.0,Finished
2025,24,Abu Dhabi Grand Prix,OCO,Haas F1 Team,8.0,8.0,7.0,6.0,Finished
2025,24,Abu Dhabi Grand Prix,PIA,McLaren,3.0,3.0,2.0,18.0,Finished
2025,24,Abu Dhabi Grand Prix,RUS,Mercedes,4.0,4.0,5.0,10.0,Finished
2025,24,Abu Dhabi Grand Prix,SAI,Williams,12.0,12.0,13.0,0.0,Finished
2025,24,Abu Dhabi Grand Prix,STR,Aston Martin,15.0,15.0,10.0,1.0,Finished
2025,24,Abu Dhabi Grand Prix,TSU,Red Bull Racing,10.0,10.0,14.0,0.0,Finished
2025,24,Abu Dhabi Grand Prix,VER,Red Bull Racing,1.0,1.0,1.0,25.0,Finished
